(c) 2021 L. Francisco, W. R. Davis, and P. D. Franzon, NC State University
Sample#,Tclk,MaxTran,Uncertainty,Fanout,Area,Cpath
374,4840.682321,368.2168276,71.86101695,17,13348.737340000001,3544.0680350000002
375,1756.514107,45.00965517,11.56610169,11,22526.00215,2836.223036
376,2632.264821,198.9175172,2.245762712,15,17204.79539,2814.6987496
377,1261.523393,421.1227586,102.85423730000001,25,19146.03824,3018.344822
378,4231.464286,209.4990345,58.01355932,17,13480.479159999999,3270.539286
379,1451.903393,497.1150345,98.06440678,31,19868.04162,3006.137322
380,7239.479820999999,476.9136552,34.2,46,12149.18641,4618.735177999999
381,2175.352143,310.5009655,33.77457627,31,18464.469230000002,2875.7057144
382,1223.445357,452.8656552,143.8728814,36,19283.59414,3110.0775000000003
383,8648.295893,441.3224828,162.8220339,22,12158.30395,5230.942322000001
384,2689.3801789999998,386.4932414,85.83728814,11,17279.18922,2977.0605361
385,6059.118393,117.15365520000002,15.58644068,49,13085.253690000001,4048.341607
386,956.9126786,493.2667586,198.62203390000002,47,20111.17597,3218.7269646
387,4517.034286,145.04993100000002,4.3,32,13393.796479999999,3311.721786
388,9828.657320999999,463.44717239999994,33.98305085,8,12341.31541,5072.923391999999
389,8457.915893000001,189.2993103,4.4237288139999995,25,12178.38896,4970.465893000001
390,9847.694643,252.7851034,12.07627119,49,12081.13522,4985.221429000001
391,9790.582679000001,339.3588966,0.0,42,12096.85967,4990.605893000001
392,3812.62625,448.0557241,179.559322,29,13958.29103,3214.9066070999997
393,4897.794286,138.31668969999998,14.39152542,27,13444.933980000002,3493.253215
394,9466.934643,134.4684138,22.477966100000003,33,12155.13263,5019.475714
395,8191.383214,40.19972414,7.179661017000001,16,12580.22136,4853.829643000001
396,4992.984286,305.6910345,16.37457627,46,13211.842129999999,3529.3396430000003
397,8077.155893000001,215.2706207,7.3033898310000005,47,12280.135409999999,4868.327322000001
398,7563.1278569999995,61.36275862,17.35254237,47,12429.45162,4672.7528569999995
399,785.57,89.25903448,7.606779661,40,19633.36405,2836.653929
400,10000.0,402.84634480000005,7.86779661,50,12119.05889,5015.248214
401,9923.847321,428.8176552,43.29661017,38,12098.31319,5009.531249999999
402,614.2273213999999,110.4204138,15.36610169,41,20793.27346,2860.4344644000003
403,3660.320893,367.2551724,116.7644068,4,14963.334469999998,3074.9173216
404,7087.174464,120.04027590000001,25.26610169,6,12962.8937,4466.667321
405,3336.672857,462.4855172,165.79152539999998,40,15700.005140000001,3153.085357
406,1889.77875,232.5853793,9.028813559,30,18827.717269999997,2831.5001786000003
407,2137.274107,268.1765517,74.75254237,8,18566.6121,2956.0723213
408,6820.641786,370.14013789999996,60.50169492,45,12233.4906,4233.384643
409,9029.059286,429.7793103,126.3338983,36,12103.2023,5246.77
410,7429.859820999999,307.616,19.22542373,32,12181.03173,4648.463392
411,8819.638571,37.31475862,13.81694915,41,12623.03415,5014.515356999999
412,3546.093571,86.37241379,17.42542373,38,14421.964069999998,2906.2346423999998
413,557.1153571000001,280.6813793,66.2220339,4,20960.824780000003,2951.9296431
414,5487.975,23.84827586,4.437288136,8,14637.34946,3841.8625
415,4079.1589289999997,432.66593099999994,133.5305085,40,13537.430719999998,3292.3214289999996
416,5240.479643,193.14593100000002,8.720338983,26,13128.99146,3640.9171429999997
417,7867.735179,471.14206900000005,31.09661017,45,12155.26477,4838.354822
418,4421.844286,26.73324138,2.713559322,49,14840.0495,3308.4442859999995
419,4707.414286,271.06151719999997,23.50508475,5,14133.50634,3408.866072
420,8495.990536,403.80800000000005,70.98474576,20,12153.01842,5047.015535999999
421,3736.473571,216.23227590000002,21.13389831,39,13798.800169999999,2998.8664281
422,8267.535893,383.6066207,58.04237288,37,12145.3544,4981.485893
423,4193.38625,354.7486897,58.82711864,47,13469.11525,3229.2719642999996
424,3298.598214,75.79089655,3.4440677969999998,10,16193.14495,2815.7267854
425,2289.579464,279.71972410000006,41.72711864,6,18922.85677,2893.0669639999996
426,1718.436071,228.7371034,78.04067797,21,20227.98618,2970.8075
427,4726.451607,66.17268966,4.272881356,21,13706.303419999998,3426.206964
428,8667.333214,498.0766897,136.8271186,21,12154.868359999999,5235.627857
429,1927.8567859999998,158.5164138,21.76610169,30,18970.69083,2835.4460717
430,3774.548214,243.1668966,58.04745763,28,13618.299340000001,3060.860714
431,4650.298929,467.29379309999996,84.14576271,49,13527.916769999998,3464.4275
432,9771.541964,218.15558619999996,86.88813559,45,12108.75211,5201.329464
433,2727.4548210000003,393.22648280000004,145.57627119999998,28,17536.99093,3105.3173210000004
434,899.8007142999999,438.4375172,146.7525424,34,20935.32211,3105.1917853
435,3888.778929,414.3895172,141.0,27,13643.40561,3203.1503576
436,9200.401964,84.44910345,28.52372881,24,12234.67985,5029.087678000001
437,5526.053036,32.50482759,1.693220339,14,13717.13876,3747.9583930000003
438,8686.373929000001,96.95393103,12.28135593,19,12247.89368,4939.9132150000005
439,4003.00625,157.55475859999999,54.14067797,32,13635.87371,3148.48125
440,2803.6075,319.1575172,128.279661,16,17438.68009,3082.5682143
441,5925.850357,330.7006897,91.60169492,27,12773.011040000001,3985.5092860000004
442,8096.193214,355.712,14.16779661,31,12129.89423,4953.355713999999
443,6287.576429,391.3031724,21.96779661,30,12587.092540000001,3999.7389289999996
444,2860.722857,42.12468966,14.50847458,18,19618.300219999997,2830.3567855700003
445,7448.897143000001,494.2284138,8.459322034,23,12150.507790000001,4659.697143000001
446,804.6107142999999,22.88496552,5.63220339,9,28726.85333,2821.7660713
447,4497.996964,460.5605517,177.47966100000002,22,13491.843030000002,3507.8933926
448,9866.731964,165.2513103,39.57966102,43,12124.87297,5070.3516070000005
449,7943.887857,250.8617931,4.46779661,35,12181.82456,4776.4521429999995
450,8020.0405359999995,24.80993103,7.889830507999999,23,13089.61427,4989.5405359999995
451,9695.389286,178.7177931,53.23220339,29,12137.029690000001,5069.771428999999
452,9295.591964,308.5776552,1.752542373,29,12116.019709999999,4946.254464
453,8990.98125,343.2071724,32.07288136,4,13030.15205,5060.593750000001
454,5887.775714,395.1497931,157.5491525,46,12906.206390000001,4020.6525
455,8381.763214,247.01351719999997,8.996610169,33,12159.88961,5007.057857000001
456,8419.84125,461.52386210000003,40.98474576,35,12117.737509999999,5029.3251789999995
457,1147.296071,289.337931,62.89322034,18,20631.00775,2955.9264279999998
458,2708.4175,350.902069,20.53559322,42,16871.27849,2848.9835714
459,7410.8225,97.91558621,35.04915254,9,12601.49561,4732.670714
460,6839.679106999999,362.4452414,131.42881359999998,33,12281.985340000001,4467.834464
461,1489.981429,28.65655172,0.559322034,11,27588.21802,2809.904643
462,9562.124643000001,236.43365519999998,45.70847458,48,12100.295259999999,5074.358572000001
463,7791.5825,235.47034480000002,35.80508475,20,12181.56028,4823.748571
464,2898.7975,470.18041380000005,98.84406779999999,5,17602.5315,3005.1635714000004
465,4041.080893,455.7522759,91.33389831,13,13565.576180000002,3204.7755359
466,6725.451786,197.9558621,2.713559322,23,12324.79813,4172.530357
467,6516.031071,190.2609655,9.2,46,12411.0844,4243.3257140000005
468,1984.96875,413.42620689999995,28.60508475,29,18934.6171,2878.6133929
469,5069.136964,269.13820689999994,97.05084746,32,13201.0068,3651.60125
470,3508.015536,211.42234480000002,24.41186441,29,13937.8096,2899.4387503
471,4440.881607,233.54703450000002,26.44237288,25,13636.00585,3308.2441070000004
472,7486.975179000001,349.94041380000004,33.84576271,47,12133.19768,4677.825179000001
473,538.0746429,150.8215172,12.70169492,5,21717.05195,2852.8174999000003
474,8572.143214,299.9194483,67.89661017,23,12181.42814,5046.964642999999
475,6991.984464,171.0212414,10.72881356,49,12390.47083,4484.934464
476,6116.23375,348.0154483,89.65932203,35,12729.405429999999,4120.555179
477,5640.280357,175.8311724,18.82033898,34,13023.94156,3789.408928
478,4307.613571,135.430069,20.58474576,5,13960.933809999999,3249.585
479,7201.401786,341.28220689999995,42.98305085,9,12398.26699,4601.353572
480,9980.962679,154.6697931,15.88813559,25,12172.971290000001,5040.92875
481,3051.102857,149.85986210000002,49.755932200000004,37,16309.55885,2927.840357
482,3412.825536,87.33406897,32.77627119,27,15499.419280000002,2893.4469646
483,5754.507679,377.8350345,133.3745763,43,12782.789270000001,4018.3826790000003
484,8800.60125,409.5795862,91.34406779999999,48,12122.36235,5152.2958929999995
485,6972.947143,98.87724138,32.66440678,42,12343.03321,4452.970357
486,5278.557679,50.78124138,17.71694915,43,13513.77801,3741.2201789999995
487,5982.965714,192.18427590000002,42.75932203,34,12902.638659999999,3958.38
488,8210.420536,484.6085517,153.640678,7,12429.31948,5191.015179
489,7848.697856999999,62.32441379,22.37627119,19,12338.540509999999,4778.806785999999
490,9428.856607,336.47227589999994,28.97627119,14,12269.16793,5022.417321
491,7810.619820999999,360.52027589999994,40.1559322,36,12133.06555,4861.3108919999995
492,2194.389464,335.5106207,94.8559322,28,18623.82796,3016.1733925999997
493,2556.112143,111.382069,29.50338983,45,17570.28977,2864.3532143999996
494,3070.140179,43.08634483,0.488135593,10,19195.72215,2799.3223219
495,7677.355179000001,51.74289655,11.93220339,28,12523.79833,4780.567679000002
496,1204.408036,153.7081379,37.49491525,49,19538.09241,2886.179465
497,7049.099821,199.87917240000002,77.87966102,33,12250.93285,4526.578391999999
498,3717.43625,431.70262069999995,55.19152542,6,14301.18975,3028.5844643
499,9067.133929000001,222.0038621,20.27288136,48,12172.83916,5024.171429000002
